Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount,Amount,Rating,Payment_Method
O00385,2026-09-01,C0076,P013,1,0.15,1274.15,3,Cash
O00386,2026-09-04,C0193,P016,4,0.15,30596.6,5,Cash
O00387,2026-07-01,C0182,P014,4,0.15,2716.6,4,Net Banking
O00388,2026-01-08,C0058,P027,2,0.1,448.2,2,Credit Card
O00389,2026-05-18,C0225,P013,3,0.05,4272.15,5,Net Banking
O00390,2026-07-10,C0073,P009,4,0.0,11996.0,5,Debit Card
O00391,2026-07-18,C0074,P010,3,0.0,2097.0,5,Cash
O00392,2026-05-20,C0127,P015,2,0.15,3058.3,3,Credit Card
O00393,2026-03-18,C0289,P015,1,0.15,1529.15,4,UPI
O00394,2026-04-23,C0197,P025,1,0.05,1424.05,4,Net Banking
O00395,2026-06-26,C0160,P001,3,0.15,5097.45,4,Credit Card
O00396,2026-07-20,C0221,P015,2,0.05,3418.1,5,Net Banking
O00397,2026-03-31,C0174,P005,3,0.05,3702.15,4,Debit Card
O00398,2026-03-16,C0270,P007,3,0.0,4797.0,3,Cash
O00399,2026-08-24,C0010,P013,1,0.1,1349.1,5,Credit Card
O00400,2026-06-29,C0188,P010,2,0.05,1328.1,3,Debit Card
O00401,2026-08-01,C0245,P010,2,0.15,1188.3,4,Net Banking
O00402,2026-06-11,C0282,P015,3,0.15,4587.45,4,UPI
O00403,2026-06-12,C0142,P020,1,0.15,3824.15,5,Debit Card
O00404,2026-06-27,C0230,P029,3,0.15,2292.45,5,Debit Card
O00405,2026-05-29,C0199,P020,1,0.0,4499.0,5,Cash
O00406,2026-06-12,C0052,P006,3,0.0,11997.0,5,Cash
O00407,2026-02-25,C0104,P011,4,0.05,11396.2,4,Debit Card
O00408,2026-08-01,C0100,P021,3,0.1,1347.3,5,Credit Card
O00409,2026-05-25,C0181,P022,4,0.1,2516.4,5,UPI
O00410,2026-01-12,C0127,P025,1,0.15,1274.15,1,Credit Card
O00411,2026-04-23,C0220,P022,4,0.0,2796.0,5,Cash
O00412,2026-02-21,C0213,P022,2,0.1,1258.2,3,Debit Card
O00413,2026-01-24,C0069,P016,3,0.1,24297.3,3,Credit Card
O00414,2026-01-14,C0075,P001,4,0.1,7196.4,5,Credit Card
O00415,2026-04-20,C0209,P020,1,0.0,4499.0,1,Cash
O00416,2026-01-20,C0027,P030,2,0.05,5698.1,5,Cash
O00417,2026-01-03,C0244,P024,1,0.1,539.1,5,Cash
O00418,2026-06-27,C0192,P020,2,0.15,7648.3,3,Cash
O00419,2026-01-23,C0009,P022,1,0.0,699.0,4,Debit Card
O00420,2026-02-05,C0227,P009,4,0.05,11396.2,5,Credit Card
O00421,2026-01-18,C0043,P018,1,0.05,1234.05,4,Credit Card
O00422,2026-06-10,C0227,P012,2,0.15,4248.3,5,Cash
O00423,2026-08-09,C0132,P015,2,0.0,3598.0,5,Credit Card
O00424,2026-07-12,C0087,P030,1,0.15,2549.15,4,Cash
O00425,2026-03-22,C0130,P029,2,0.05,1708.1,4,UPI
O00426,2026-03-05,C0199,P010,3,0.0,2097.0,5,Debit Card
O00427,2026-02-22,C0030,P027,2,0.15,423.3,4,UPI
O00428,2026-07-20,C0264,P004,2,0.15,2548.3,4,Credit Card
O00429,2026-05-08,C0062,P004,1,0.0,1499.0,5,Debit Card
O00430,2026-02-03,C0203,P029,4,0.15,3056.6,4,Credit Card
O00431,2026-07-15,C0299,P018,4,0.0,5196.0,1,UPI
O00432,2026-01-04,C0179,P009,3,0.05,8547.15,2,UPI
O00433,2026-08-31,C0130,P005,4,0.1,4676.4,5,Net Banking
O00434,2026-07-16,C0258,P019,4,0.15,2376.6,5,UPI
O00435,2026-06-13,C0185,P024,2,0.1,1078.2,3,UPI
O00436,2026-05-11,C0184,P023,2,0.05,1518.1,5,Cash
O00437,2026-05-31,C0176,P004,1,0.1,1349.1,5,Credit Card
O00438,2026-01-15,C0089,P026,2,0.0,398.0,5,UPI
O00439,2026-04-27,C0157,P020,1,0.1,4049.1,5,Credit Card
O00440,2026-01-31,C0026,P003,1,0.05,3324.05,5,Credit Card
O00441,2026-05-08,C0196,P004,3,0.1,4047.3,4,Credit Card
O00442,2026-07-11,C0023,P016,3,0.0,26997.0,5,UPI
O00443,2026-03-27,C0157,P014,4,0.1,2876.4,5,Debit Card
O00444,2026-07-02,C0260,P024,1,0.15,509.15,4,Debit Card
O00445,2026-01-15,C0276,P011,4,0.05,11396.2,4,Debit Card
O00446,2026-07-17,C0090,P027,1,0.0,249.0,4,Net Banking
O00447,2026-01-01,C0054,P015,1,0.0,1799.0,4,Cash
O00448,2026-04-04,C0003,P018,4,0.05,4936.2,4,UPI
O00449,2026-05-22,C0295,P017,4,0.05,28496.2,4,Cash
O00450,2026-08-23,C0286,P016,3,0.1,24297.3,5,Net Banking
O00451,2026-04-06,C0231,P011,1,0.0,2999.0,4,Net Banking
O00452,2026-01-12,C0237,P022,4,0.0,2796.0,5,Debit Card
O00453,2026-07-18,C0262,P022,3,0.1,1887.3,3,Cash
O00454,2026-01-03,C0182,P004,3,0.05,4272.15,4,Debit Card
O00455,2026-07-09,C0292,P001,2,0.15,3398.3,4,Cash
O00456,2026-07-17,C0172,P001,2,0.05,3798.1,3,Cash
O00457,2026-01-07,C0149,P030,2,0.1,5398.2,5,UPI
O00458,2026-09-01,C0111,P004,3,0.0,4497.0,5,Cash
O00459,2026-08-06,C0238,P025,3,0.0,4497.0,4,Credit Card
O00460,2026-04-18,C0081,P023,4,0.0,3196.0,5,Credit Card
O00461,2026-07-02,C0096,P009,3,0.0,8997.0,2,Credit Card
O00462,2026-08-18,C0175,P021,4,0.1,1796.4,4,UPI
O00463,2026-05-29,C0047,P001,1,0.05,1899.05,5,Cash
O00464,2026-01-20,C0102,P014,1,0.15,679.15,5,Credit Card
O00465,2026-03-02,C0238,P014,3,0.1,2157.3,5,Cash
O00466,2026-06-29,C0038,P003,3,0.1,9447.3,4,Credit Card
O00467,2026-01-20,C0101,P014,2,0.05,1518.1,5,Net Banking
O00468,2026-01-28,C0165,P019,2,0.0,1398.0,4,Cash
O00469,2026-03-22,C0037,P023,4,0.0,3196.0,5,Credit Card
O00470,2026-04-26,C0019,P019,3,0.15,1782.45,4,UPI
O00471,2026-01-24,C0126,P026,2,0.1,358.2,5,Net Banking
O00472,2026-01-11,C0017,P005,2,0.1,2338.2,3,Credit Card
O00473,2026-09-05,C0262,P023,3,0.15,2037.45,5,Debit Card
O00474,2026-03-08,C0153,P030,2,0.0,5998.0,5,Cash
O00475,2026-05-23,C0218,P025,2,0.0,2998.0,4,Credit Card
O00476,2026-02-01,C0126,P008,1,0.0,2299.0,5,Credit Card
O00477,2026-02-03,C0210,P010,2,0.15,1188.3,4,UPI
O00478,2026-05-30,C0047,P013,3,0.0,4497.0,2,UPI
O00479,2026-02-20,C0078,P008,4,0.05,8736.2,3,Debit Card
O00480,2026-02-01,C0036,P018,1,0.15,1104.15,2,Net Banking
O00481,2026-04-21,C0065,P008,4,0.15,7816.6,2,Cash
O00482,2026-02-14,C0104,P013,3,0.05,4272.15,5,Debit Card
O00483,2026-03-13,C0137,P011,4,0.05,11396.2,2,Net Banking
O00484,2026-06-07,C0096,P026,2,0.1,358.2,4,Net Banking
O00485,2026-05-03,C0196,P020,1,0.0,4499.0,4,Credit Card
O00486,2026-04-18,C0138,P019,2,0.05,1328.1,5,Net Banking
O00487,2026-07-23,C0024,P005,1,0.15,1104.15,5,Debit Card
O00488,2026-05-03,C0169,P015,4,0.1,6476.4,5,Net Banking
O00489,2026-03-24,C0089,P006,4,0.1,14396.4,4,Debit Card
O00490,2026-06-02,C0262,P022,2,0.0,1398.0,5,Debit Card
O00491,2026-01-15,C0096,P012,4,0.1,8996.4,5,Credit Card
O00492,2026-09-07,C0172,P021,2,0.0,998.0,4,Credit Card
O00493,2026-03-10,C0089,P023,1,0.05,759.05,5,Cash
O00494,2026-04-01,C0111,P007,2,0.05,3038.1,4,Debit Card
O00495,2026-07-26,C0177,P018,3,0.0,3897.0,5,Debit Card
O00496,2026-08-31,C0071,P017,2,0.05,14248.1,5,Cash
O00497,2026-05-19,C0286,P023,3,0.05,2277.15,4,UPI
O00498,2026-01-15,C0158,P007,2,0.05,3038.1,1,Cash
O00499,2026-01-01,C0182,P007,3,0.05,4557.15,5,Debit Card
O00500,2026-07-03,C0191,P006,2,0.1,7198.2,2,Credit Card
O00501,2026-05-31,C0271,P025,2,0.0,2998.0,5,Debit Card
O00502,2026-09-03,C0163,P002,1,0.1,2249.1,5,Cash
O00503,2026-05-31,C0096,P015,1,0.1,1619.1,4,Credit Card
O00504,2026-09-07,C0241,P022,2,0.15,1188.3,5,Cash
O00505,2026-06-16,C0156,P028,3,0.05,1422.15,5,Net Banking
O00506,2026-06-27,C0211,P028,3,0.05,1422.15,5,Credit Card
O00507,2026-04-07,C0242,P005,3,0.1,3507.3,3,UPI
O00508,2026-08-31,C0103,P020,4,0.0,17996.0,4,Debit Card
O00509,2026-08-24,C0036,P021,2,0.0,998.0,5,Credit Card
O00510,2026-03-26,C0146,P010,1,0.05,664.05,4,Debit Card
O00511,2026-02-12,C0181,P023,1,0.1,719.1,4,Debit Card
O00512,2026-02-23,C0137,P016,2,0.0,17998.0,4,UPI
O00513,2026-07-04,C0138,P018,1,0.0,1299.0,4,Cash
O00514,2026-09-06,C0034,P018,2,0.15,2208.3,4,Cash
O00515,2026-03-31,C0257,P021,4,0.0,1996.0,5,Net Banking
O00516,2026-06-16,C0167,P030,2,0.05,5698.1,4,UPI
O00517,2026-03-17,C0149,P026,1,0.1,179.1,4,UPI
O00518,2026-01-19,C0286,P030,3,0.05,8547.15,5,Credit Card
O00519,2026-07-07,C0135,P001,1,0.0,1999.0,4,Net Banking
O00520,2026-08-17,C0009,P002,4,0.0,9996.0,4,Credit Card
O00521,2026-06-05,C0153,P003,4,0.05,13296.2,2,Debit Card
O00522,2026-02-22,C0032,P002,2,0.15,4248.3,5,Net Banking
O00523,2026-03-09,C0274,P020,3,0.1,12147.3,4,UPI
O00524,2026-04-11,C0013,P010,4,0.05,2656.2,2,UPI
O00525,2026-04-20,C0129,P014,1,0.1,719.1,5,Net Banking
O00526,2026-05-03,C0047,P027,2,0.0,498.0,2,Credit Card
O00527,2026-06-13,C0226,P008,3,0.0,6897.0,4,UPI
O00528,2026-03-20,C0082,P012,4,0.15,8496.6,4,Debit Card
O00529,2026-01-24,C0207,P003,4,0.05,13296.2,4,Cash
O00530,2026-04-05,C0250,P017,2,0.15,12748.3,2,Cash
O00531,2026-04-30,C0275,P025,3,0.05,4272.15,5,Net Banking
O00532,2026-01-16,C0050,P016,2,0.0,17998.0,3,Debit Card
O00533,2026-07-26,C0054,P030,4,0.05,11396.2,5,Cash
O00534,2026-07-29,C0067,P013,4,0.15,5096.6,5,Credit Card
O00535,2026-05-02,C0276,P027,3,0.0,747.0,4,UPI
O00536,2026-05-09,C0210,P014,2,0.0,1598.0,5,Cash
O00537,2026-02-14,C0025,P010,2,0.05,1328.1,5,Credit Card
O00538,2026-01-11,C0225,P028,4,0.0,1996.0,5,Cash
O00539,2026-02-21,C0146,P013,2,0.1,2698.2,4,UPI
O00540,2026-01-23,C0032,P028,4,0.15,1696.6,5,Debit Card
O00541,2026-05-14,C0063,P007,4,0.0,6396.0,5,Net Banking
O00542,2026-05-31,C0252,P008,4,0.0,9196.0,4,Credit Card
O00543,2026-05-26,C0107,P010,1,0.0,699.0,5,UPI
O00544,2026-07-21,C0043,P022,3,0.1,1887.3,5,Debit Card
O00545,2026-04-09,C0096,P025,4,0.15,5096.6,2,Debit Card
O00546,2026-04-14,C0106,P015,2,0.15,3058.3,2,Debit Card
O00547,2026-06-26,C0020,P028,2,0.0,998.0,5,Debit Card
O00548,2026-08-18,C0267,P003,3,0.0,10497.0,4,Debit Card
O00549,2026-03-21,C0036,P013,3,0.15,3822.45,5,UPI
O00550,2026-09-06,C0114,P016,2,0.05,17098.1,4,Cash
O00551,2026-07-18,C0064,P023,3,0.1,2157.3,5,Net Banking
O00552,2026-06-15,C0218,P030,1,0.05,2849.05,4,Cash
O00553,2026-07-09,C0082,P025,4,0.1,5396.4,5,Net Banking
O00554,2026-07-22,C0112,P029,2,0.0,1798.0,4,Net Banking
O00555,2026-04-14,C0004,P017,2,0.0,14998.0,4,Credit Card
O00556,2026-08-03,C0286,P009,1,0.05,2849.05,2,UPI
O00557,2026-08-24,C0201,P018,3,0.05,3702.15,4,Cash
O00558,2026-05-10,C0111,P022,4,0.0,2796.0,5,Credit Card
O00559,2026-04-06,C0167,P021,4,0.15,1696.6,4,Cash
O00560,2026-05-31,C0049,P022,3,0.1,1887.3,4,Debit Card
O00561,2026-07-11,C0214,P026,1,0.1,179.1,2,UPI
O00562,2026-02-11,C0159,P018,2,0.05,2468.1,5,Credit Card
O00563,2026-03-10,C0173,P007,4,0.0,6396.0,5,UPI
O00564,2026-05-02,C0042,P023,2,0.05,1518.1,5,UPI
O00565,2026-02-27,C0110,P002,3,0.1,6747.3,5,Debit Card
O00566,2026-04-19,C0296,P018,4,0.1,4676.4,4,Credit Card
O00567,2026-04-30,C0231,P028,3,0.15,1272.45,5,UPI
O00568,2026-05-11,C0175,P005,3,0.1,3507.3,4,UPI
O00569,2026-05-04,C0258,P001,1,0.1,1799.1,5,Debit Card
O00570,2026-08-09,C0126,P024,3,0.1,1617.3,5,Debit Card
O00571,2026-02-18,C0181,P002,2,0.05,4748.1,5,Net Banking
O00572,2026-04-14,C0087,P005,3,0.05,3702.15,5,Cash
O00573,2026-03-17,C0153,P008,3,0.15,5862.45,4,UPI
O00574,2026-05-30,C0016,P027,2,0.1,448.2,5,Credit Card
O00575,2026-06-25,C0064,P011,4,0.1,10796.4,4,Credit Card
O00576,2026-08-04,C0278,P021,2,0.1,898.2,3,Credit Card
O00577,2026-07-09,C0096,P019,3,0.05,1992.15,5,Debit Card
O00578,2026-06-17,C0155,P004,1,0.05,1424.05,4,Debit Card
O00579,2026-04-18,C0127,P022,3,0.1,1887.3,4,Debit Card
O00580,2026-04-29,C0107,P025,1,0.15,1274.15,2,Net Banking
O00581,2026-05-29,C0227,P018,1,0.15,1104.15,5,Net Banking
O00582,2026-01-31,C0013,P014,4,0.1,2876.4,4,Credit Card
O00583,2026-02-05,C0029,P018,2,0.1,2338.2,4,Net Banking
O00584,2026-08-17,C0138,P015,4,0.05,6836.2,4,Credit Card
O00585,2026-07-19,C0090,P023,1,0.15,679.15,4,Credit Card
O00586,2026-03-22,C0248,P008,1,0.0,2299.0,4,Credit Card
O00587,2026-07-14,C0042,P014,2,0.05,1518.1,4,UPI
O00588,2026-02-03,C0143,P027,4,0.15,846.6,4,Cash
O00589,2026-04-09,C0098,P020,1,0.0,4499.0,5,Debit Card
O00590,2026-09-01,C0192,P007,1,0.1,1439.1,5,Net Banking
O00591,2026-02-18,C0252,P017,1,0.0,7499.0,5,Credit Card
O00592,2026-02-27,C0058,P019,3,0.1,1887.3,3,Cash
O00593,2026-05-09,C0052,P024,3,0.05,1707.15,3,UPI
O00594,2026-03-18,C0034,P001,3,0.15,5097.45,5,Net Banking
O00595,2026-05-15,C0100,P001,3,0.15,5097.45,5,Credit Card
O00596,2026-03-29,C0096,P017,4,0.1,26996.4,5,Credit Card
O00597,2026-08-31,C0298,P021,4,0.0,1996.0,4,Credit Card
O00598,2026-02-24,C0138,P015,1,0.05,1709.05,3,UPI
O00599,2026-04-07,C0069,P023,3,0.0,2397.0,5,UPI
O00600,2026-06-19,C0285,P030,1,0.0,2999.0,2,UPI
O00601,2026-04-17,C0127,P015,4,0.15,6116.6,3,Debit Card
O00602,2026-05-02,C0084,P016,2,0.05,17098.1,5,UPI
O00603,2026-03-19,C0255,P019,4,0.0,2796.0,5,Debit Card
O00604,2026-06-09,C0070,P019,2,0.15,1188.3,5,UPI
O00605,2026-05-11,C0295,P021,1,0.1,449.1,3,UPI
O00606,2026-05-08,C0257,P028,2,0.05,948.1,5,Net Banking
O00607,2026-09-07,C0045,P011,2,0.1,5398.2,5,Debit Card
O00608,2026-02-11,C0244,P017,1,0.15,6374.15,5,Cash
O00609,2026-03-26,C0221,P015,2,0.0,3598.0,1,UPI
O00610,2026-08-21,C0131,P001,1,0.15,1699.15,3,UPI
O00611,2026-07-19,C0015,P010,1,0.0,699.0,5,Credit Card
O00612,2026-04-27,C0186,P021,3,0.1,1347.3,4,UPI
O00613,2026-07-28,C0104,P005,2,0.0,2598.0,5,Debit Card
O00614,2026-07-25,C0224,P009,3,0.15,7647.45,5,UPI
O00615,2026-08-06,C0269,P022,1,0.0,699.0,5,Credit Card
O00616,2026-03-26,C0298,P008,3,0.15,5862.45,5,Debit Card
O00617,2026-08-13,C0113,P017,1,0.1,6749.1,5,Credit Card
O00618,2026-01-30,C0066,P003,4,0.15,11896.6,5,Debit Card
O00619,2026-08-02,C0176,P002,4,0.15,8496.6,5,Credit Card
O00620,2026-01-29,C0020,P009,2,0.0,5998.0,5,Credit Card
O00621,2026-01-27,C0146,P007,4,0.15,5436.6,5,Cash
O00622,2026-02-16,C0018,P016,4,0.1,32396.4,5,Credit Card
O00623,2026-05-04,C0205,P011,4,0.0,11996.0,5,Cash
O00624,2026-01-12,C0222,P010,1,0.1,629.1,5,UPI
O00625,2026-06-30,C0148,P027,2,0.1,448.2,5,Net Banking
O00626,2026-01-25,C0022,P019,4,0.05,2656.2,4,Cash
O00627,2026-02-08,C0072,P017,1,0.0,7499.0,5,Credit Card
O00628,2026-05-10,C0025,P010,4,0.15,2376.6,5,UPI
O00629,2026-07-12,C0159,P019,4,0.1,2516.4,4,Debit Card
O00630,2026-01-13,C0194,P028,2,0.15,848.3,4,Credit Card
O00631,2026-01-21,C0086,P019,4,0.15,2376.6,5,Cash
O00632,2026-01-23,C0047,P017,4,0.15,25496.6,4,Cash
O00633,2026-07-10,C0063,P017,1,0.0,7499.0,4,UPI
O00634,2026-05-23,C0094,P005,1,0.0,1299.0,5,Net Banking
O00635,2026-06-13,C0016,P009,3,0.05,8547.15,5,Cash
O00636,2026-09-01,C0127,P025,3,0.1,4047.3,5,Credit Card
O00637,2026-08-05,C0282,P009,4,0.1,10796.4,5,Net Banking
O00638,2026-06-03,C0067,P007,4,0.1,5756.4,5,UPI
O00639,2026-01-25,C0177,P004,2,0.0,2998.0,4,Debit Card
O00640,2026-05-21,C0167,P006,3,0.0,11997.0,2,Credit Card
O00641,2026-05-07,C0169,P006,2,0.15,6798.3,3,Net Banking
O00642,2026-02-20,C0069,P015,2,0.0,3598.0,5,Cash
O00643,2026-02-25,C0181,P027,4,0.05,946.2,5,UPI
O00644,2026-07-13,C0209,P010,4,0.0,2796.0,5,Net Banking
O00645,2026-02-01,C0002,P028,4,0.15,1696.6,5,Net Banking
O00646,2026-02-04,C0076,P025,4,0.0,5996.0,5,UPI
O00647,2026-05-22,C0075,P005,4,0.15,4416.6,5,Credit Card
O00648,2026-06-27,C0092,P028,2,0.05,948.1,3,Net Banking
O00649,2026-06-05,C0211,P003,3,0.15,8922.45,4,Net Banking
O00650,2026-08-23,C0253,P009,2,0.1,5398.2,4,Debit Card
O00651,2026-09-06,C0242,P012,3,0.15,6372.45,5,Credit Card
O00652,2026-04-16,C0286,P007,3,0.1,4317.3,5,Net Banking
O00653,2026-06-11,C0191,P014,2,0.05,1518.1,4,Debit Card
O00654,2026-06-25,C0010,P028,3,0.05,1422.15,5,Credit Card
O00655,2026-05-09,C0252,P009,3,0.0,8997.0,5,Net Banking
O00656,2026-05-03,C0120,P015,4,0.1,6476.4,5,Cash
O00657,2026-07-26,C0228,P002,1,0.0,2499.0,2,Credit Card
O00658,2026-01-14,C0266,P023,1,0.05,759.05,4,Credit Card
O00659,2026-03-15,C0109,P025,3,0.05,4272.15,5,Debit Card
O00660,2026-02-22,C0198,P029,1,0.1,809.1,5,UPI
O00661,2026-06-07,C0028,P030,2,0.15,5098.3,4,Debit Card
O00662,2026-06-27,C0014,P029,1,0.15,764.15,4,Debit Card
O00663,2026-09-05,C0153,P015,1,0.0,1799.0,5,Credit Card
O00664,2026-06-08,C0086,P009,4,0.05,11396.2,5,Debit Card
O00665,2026-07-13,C0201,P004,2,0.05,2848.1,4,Credit Card
O00666,2026-06-24,C0179,P009,1,0.05,2849.05,5,Net Banking
O00667,2026-01-31,C0123,P007,4,0.0,6396.0,4,Net Banking
O00668,2026-03-09,C0188,P025,2,0.05,2848.1,5,Debit Card
O00669,2026-01-02,C0277,P010,3,0.15,1782.45,5,Credit Card
O00670,2026-01-11,C0171,P004,2,0.1,2698.2,5,Net Banking
O00671,2026-08-04,C0052,P025,3,0.15,3822.45,5,Net Banking
O00672,2026-04-02,C0037,P020,1,0.1,4049.1,5,Credit Card
O00673,2026-05-14,C0118,P029,1,0.05,854.05,4,Net Banking
O00674,2026-04-14,C0277,P011,1,0.1,2699.1,4,Credit Card
O00675,2026-06-19,C0080,P011,3,0.1,8097.3,4,Credit Card
O00676,2026-09-01,C0160,P010,4,0.0,2796.0,3,Debit Card
O00677,2026-04-25,C0095,P014,2,0.05,1518.1,5,Debit Card
O00678,2026-04-08,C0288,P026,1,0.15,169.15,4,Debit Card
O00679,2026-01-07,C0142,P020,3,0.15,11472.45,4,Debit Card
O00680,2026-08-18,C0204,P017,2,0.1,13498.2,5,UPI
O00681,2026-02-12,C0059,P009,1,0.0,2999.0,4,Credit Card
O00682,2026-08-10,C0047,P029,4,0.0,3596.0,4,Cash
O00683,2026-06-15,C0254,P017,1,0.05,7124.05,2,Debit Card
O00684,2026-01-10,C0229,P003,1,0.0,3499.0,2,Debit Card
O00685,2026-05-23,C0175,P024,1,0.05,569.05,5,Cash
O00686,2026-04-10,C0027,P024,4,0.15,2036.6,4,UPI
O00687,2026-04-10,C0132,P030,1,0.0,2999.0,5,Net Banking
O00688,2026-01-17,C0243,P004,1,0.0,1499.0,4,Net Banking
O00689,2026-01-28,C0233,P021,3,0.1,1347.3,5,Debit Card
O00690,2026-07-15,C0227,P025,4,0.15,5096.6,4,UPI
O00691,2026-05-02,C0105,P005,2,0.05,2468.1,3,Cash
O00692,2026-07-23,C0160,P011,3,0.05,8547.15,4,Debit Card
O00693,2026-09-03,C0151,P007,1,0.05,1519.05,3,UPI
O00694,2026-05-27,C0294,P020,4,0.0,17996.0,4,Debit Card
O00695,2026-02-24,C0293,P008,4,0.05,8736.2,4,Credit Card
O00696,2026-06-07,C0173,P020,3,0.05,12822.15,3,Net Banking
O00697,2026-08-07,C0289,P004,1,0.15,1274.15,5,UPI
O00698,2026-03-16,C0121,P021,1,0.1,449.1,3,Net Banking
O00699,2026-05-05,C0019,P009,3,0.1,8097.3,3,Credit Card
O00700,2026-01-26,C0218,P023,3,0.0,2397.0,5,Debit Card
O00701,2026-05-05,C0268,P027,4,0.1,896.4,5,Debit Card
O00702,2026-06-27,C0077,P029,2,0.1,1618.2,5,Cash
O00703,2026-02-13,C0196,P005,1,0.1,1169.1,4,Credit Card
O00704,2026-07-02,C0032,P011,4,0.1,10796.4,5,Credit Card
O00705,2026-06-23,C0001,P011,3,0.15,7647.45,4,Debit Card
O00706,2026-07-18,C0163,P014,3,0.15,2037.45,5,Credit Card
O00707,2026-06-15,C0028,P024,1,0.1,539.1,5,Credit Card
O00708,2026-08-17,C0155,P016,2,0.1,16198.2,5,UPI
O00709,2026-07-06,C0174,P002,1,0.0,2499.0,5,UPI
O00710,2026-07-28,C0185,P019,4,0.05,2656.2,5,Net Banking
O00711,2026-03-08,C0088,P004,4,0.05,5696.2,4,Credit Card
O00712,2026-08-17,C0152,P025,3,0.05,4272.15,4,Net Banking
O00713,2026-01-24,C0240,P014,4,0.1,2876.4,4,Credit Card
O00714,2026-08-06,C0184,P002,2,0.05,4748.1,4,Credit Card
O00715,2026-05-25,C0257,P014,2,0.15,1358.3,5,UPI
O00716,2026-02-26,C0102,P023,4,0.05,3036.2,3,Debit Card
O00717,2026-03-01,C0151,P013,1,0.05,1424.05,5,Debit Card
O00718,2026-04-10,C0083,P013,4,0.15,5096.6,5,UPI
O00719,2026-06-16,C0252,P021,3,0.0,1497.0,5,Net Banking
O00720,2026-06-12,C0274,P011,3,0.1,8097.3,5,Net Banking
O00721,2026-02-14,C0046,P023,4,0.15,2716.6,4,UPI
O00722,2026-05-13,C0008,P013,3,0.15,3822.45,5,Credit Card
O00723,2026-05-13,C0102,P026,4,0.1,716.4,5,Debit Card
O00724,2026-05-05,C0067,P012,4,0.0,9996.0,4,Credit Card
O00725,2026-04-23,C0153,P017,2,0.05,14248.1,3,Debit Card
O00726,2026-02-24,C0102,P029,2,0.05,1708.1,3,Net Banking
O00727,2026-07-03,C0147,P020,1,0.05,4274.05,4,Debit Card
O00728,2026-07-04,C0242,P010,1,0.15,594.15,5,Cash
O00729,2026-02-23,C0167,P029,2,0.15,1528.3,2,UPI
O00730,2026-02-02,C0299,P015,2,0.05,3418.1,5,UPI
O00731,2026-08-17,C0233,P025,2,0.0,2998.0,4,Credit Card
O00732,2026-05-13,C0207,P015,4,0.0,7196.0,5,Debit Card
O00733,2026-08-31,C0098,P008,1,0.05,2184.05,4,Cash
O00734,2026-08-11,C0028,P021,4,0.05,1896.2,4,Cash
O00735,2026-06-03,C0098,P019,2,0.05,1328.1,5,Net Banking
O00736,2026-03-09,C0077,P012,2,0.1,4498.2,5,Net Banking
O00737,2026-06-01,C0220,P001,1,0.05,1899.05,4,Credit Card
O00738,2026-01-28,C0241,P005,1,0.05,1234.05,5,Net Banking
O00739,2026-06-25,C0206,P024,4,0.05,2276.2,5,Credit Card
O00740,2026-05-02,C0025,P016,1,0.0,8999.0,3,Credit Card
O00741,2026-08-19,C0135,P001,1,0.15,1699.15,5,Debit Card
O00742,2026-08-12,C0260,P012,1,0.15,2124.15,4,Cash
O00743,2026-07-22,C0209,P012,4,0.1,8996.4,5,Net Banking
O00744,2026-01-26,C0091,P026,4,0.05,756.2,4,Credit Card
O00745,2026-08-21,C0091,P008,1,0.1,2069.1,5,Net Banking
O00746,2026-04-15,C0062,P027,3,0.05,709.65,1,UPI
O00747,2026-05-28,C0202,P019,1,0.0,699.0,4,Credit Card
O00748,2026-06-26,C0158,P022,3,0.15,1782.45,4,Credit Card
O00749,2026-04-20,C0204,P003,3,0.1,9447.3,5,Cash
O00750,2026-05-25,C0180,P005,3,0.1,3507.3,5,Cash
O00751,2026-07-13,C0161,P019,2,0.15,1188.3,5,Net Banking
O00752,2026-05-04,C0061,P001,2,0.1,3598.2,5,Cash
O00753,2026-03-06,C0281,P008,3,0.1,6207.3,5,Cash
O00754,2026-07-08,C0112,P017,2,0.0,14998.0,5,Cash
O00755,2026-07-20,C0233,P019,2,0.0,1398.0,4,Cash
O00756,2026-07-21,C0091,P015,3,0.0,5397.0,4,UPI
O00757,2026-07-25,C0027,P020,1,0.05,4274.05,4,Net Banking
O00758,2026-04-22,C0051,P005,1,0.0,1299.0,4,Debit Card
O00759,2026-01-21,C0244,P004,1,0.15,1274.15,5,Cash
O00760,2026-06-07,C0057,P022,3,0.0,2097.0,5,Credit Card
O00761,2026-06-13,C0191,P007,4,0.15,5436.6,1,Net Banking
O00762,2026-03-15,C0278,P021,2,0.0,998.0,5,Net Banking
O00763,2026-05-13,C0061,P021,2,0.05,948.1,5,Debit Card
O00764,2026-03-03,C0148,P023,1,0.05,759.05,3,Debit Card
O00765,2026-07-19,C0046,P008,4,0.1,8276.4,5,Cash
O00766,2026-05-31,C0195,P009,2,0.0,5998.0,5,UPI
O00767,2026-08-24,C0172,P027,1,0.1,224.1,5,Net Banking
O00768,2026-08-23,C0241,P011,3,0.1,8097.3,5,Debit Card
O00769,2026-02-27,C0095,P012,2,0.15,4248.3,5,Net Banking
O00770,2026-01-02,C0143,P028,3,0.05,1422.15,4,UPI
