Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount,Amount,Rating,Payment_Method,Customer_Name,City,Customer_Segment,Age,Product,Category,Unit_Price,Profit
O00369,2026-07-27,C0048,P020,1,0.0,4499.0,5,UPI,Customer_0048,Bengaluru,Business,37,Coffee Maker,Home Appliances,4499,881.39
O00370,2026-06-23,C0299,P002,2,0.05,4748.1,5,Net Banking,Customer_0299,Mumbai,Professional,38,Bluetooth Speaker,Electronics,2499,618.4
O00371,2026-02-10,C0237,P027,3,0.15,634.95,5,Credit Card,Customer_0237,Delhi,Student,40,Pen Set,Stationery,249,121.73
O00372,2026-07-24,C0157,P007,4,0.05,6076.2,4,Cash,Customer_0157,Coimbatore,Professional,42,Laptop Stand,Electronics,1599,760.48
O00373,2026-04-12,C0269,P013,1,0.05,1424.05,4,Cash,Customer_0269,Bengaluru,Business,44,Backpack,Accessories,1499,208.59
O00374,2026-04-10,C0117,P016,1,0.05,8549.05,4,UPI,Customer_0117,Coimbatore,Business,34,Office Chair,Furniture,8999,1329.82
O00375,2026-05-28,C0087,P009,1,0.05,2849.05,4,Credit Card,Customer_0087,Chennai,Professional,34,Webcam,Electronics,2999,493.47
O00376,2026-04-28,C0236,P017,1,0.1,6749.1,5,Cash,Customer_0236,Delhi,Professional,29,Study Table,Furniture,7499,2022.82
O00377,2026-05-16,C0282,P013,3,0.15,3822.45,5,Net Banking,Customer_0282,Madurai,Business,55,Backpack,Accessories,1499,671.62
O00378,2026-01-30,C0116,P008,3,0.1,6207.3,5,Net Banking,Customer_0116,Coimbatore,Business,39,USB-C Hub,Electronics,2299,1693.41
O00379,2026-02-14,C0206,P002,3,0.0,7497.0,5,Debit Card,Customer_0206,Pune,Student,47,Bluetooth Speaker,Electronics,2499,1648.45
O00380,2026-01-31,C0095,P030,2,0.1,5398.2,3,Debit Card,Customer_0095,Bengaluru,Student,22,Travel Bag,Accessories,2999,787.88
O00381,2026-06-27,C0267,P020,2,0.15,7648.3,4,Credit Card,Customer_0267,Chennai,Student,27,Coffee Maker,Home Appliances,4499,1738.07
O00382,2026-05-28,C0120,P004,4,0.15,5096.6,4,Net Banking,Customer_0120,Madurai,Student,18,Power Bank,Electronics,1499,1173.92
O00383,2026-06-27,C0265,P007,2,0.05,3038.1,4,Credit Card,Customer_0265,Bengaluru,Student,43,Laptop Stand,Electronics,1599,855.46
O00384,2026-02-17,C0260,P009,3,0.15,7647.45,5,Debit Card,Customer_0260,Hyderabad,Business,49,Webcam,Electronics,2999,2126.82
O00385,2026-09-01,C0076,P013,1,0.15,1274.15,3,Cash,Customer_0076,Bengaluru,Student,43,Backpack,Accessories,1499,341.46
O00386,2026-09-04,C0193,P016,4,0.15,30596.6,5,Cash,Customer_0193,Coimbatore,Professional,42,Office Chair,Furniture,8999,7323.05
O00387,2026-07-01,C0182,P014,4,0.15,2716.6,4,Net Banking,Customer_0182,Delhi,Professional,33,T-Shirt,Fashion,799,646.39
O00388,2026-01-08,C0058,P027,2,0.1,448.2,2,Credit Card,Customer_0058,Hyderabad,Professional,51,Pen Set,Stationery,249,82.77
O00389,2026-05-18,C0225,P013,3,0.05,4272.15,5,Net Banking,Customer_0225,Pune,Student,50,Backpack,Accessories,1499,697.25
O00390,2026-07-10,C0073,P009,4,0.0,11996.0,5,Debit Card,Customer_0073,Bengaluru,Business,45,Webcam,Electronics,2999,2227.73
O00391,2026-07-18,C0074,P010,3,0.0,2097.0,5,Cash,Customer_0074,Pune,Professional,44,Phone Case,Accessories,699,575.53
O00392,2026-05-20,C0127,P015,2,0.15,3058.3,3,Credit Card,Customer_0127,Chennai,Professional,41,Hoodie,Fashion,1799,850.78
O00393,2026-03-18,C0289,P015,1,0.15,1529.15,4,UPI,Customer_0289,Mumbai,Professional,50,Hoodie,Fashion,1799,248.63
O00394,2026-04-23,C0197,P025,1,0.05,1424.05,4,Net Banking,Customer_0197,Coimbatore,Professional,32,Perfume,Beauty,1499,222.69
O00395,2026-06-26,C0160,P001,3,0.15,5097.45,4,Credit Card,Customer_0160,Chennai,Professional,36,Wireless Earbuds,Electronics,1999,915.02
O00396,2026-07-20,C0221,P015,2,0.05,3418.1,5,Net Banking,Customer_0221,Bengaluru,Business,33,Hoodie,Fashion,1799,957.23
O00397,2026-03-31,C0174,P005,3,0.05,3702.15,4,Debit Card,Customer_0174,Bengaluru,Professional,32,Gaming Mouse,Electronics,1299,456.19
O00398,2026-03-16,C0270,P007,3,0.0,4797.0,3,Cash,Customer_0270,Coimbatore,Business,42,Laptop Stand,Electronics,1599,802.22
O00399,2026-08-24,C0010,P013,1,0.1,1349.1,5,Credit Card,Customer_0010,Mumbai,Professional,35,Backpack,Accessories,1499,261.72
O00400,2026-06-29,C0188,P010,2,0.05,1328.1,3,Debit Card,Customer_0188,Hyderabad,Student,32,Phone Case,Accessories,699,343.94
O00401,2026-08-01,C0245,P010,2,0.15,1188.3,4,Net Banking,Customer_0245,Mumbai,Business,33,Phone Case,Accessories,699,316.97
O00402,2026-06-11,C0282,P015,3,0.15,4587.45,4,UPI,Customer_0282,Madurai,Business,55,Hoodie,Fashion,1799,1174.85
O00403,2026-06-12,C0142,P020,1,0.15,3824.15,5,Debit Card,Customer_0142,Mumbai,Business,52,Coffee Maker,Home Appliances,4499,776.87
O00404,2026-06-27,C0230,P029,3,0.15,2292.45,5,Debit Card,Customer_0230,Madurai,Business,52,Table Clock,Home,899,302.79
O00405,2026-05-29,C0199,P020,1,0.0,4499.0,5,Cash,Customer_0199,Chennai,Professional,39,Coffee Maker,Home Appliances,4499,807.41
O00406,2026-06-12,C0052,P006,3,0.0,11997.0,5,Cash,Customer_0052,Delhi,Student,25,Mechanical Keyboard,Electronics,3999,3342.45
O00407,2026-02-25,C0104,P011,4,0.05,11396.2,4,Debit Card,Customer_0104,Chennai,Professional,54,Running Shoes,Fashion,2999,1887.86
O00408,2026-08-01,C0100,P021,3,0.1,1347.3,5,Credit Card,Customer_0100,Pune,Professional,31,Face Wash,Beauty,499,232.24
O00409,2026-05-25,C0181,P022,4,0.1,2516.4,5,UPI,Customer_0181,Hyderabad,Business,48,Shampoo,Beauty,699,303.49
O00410,2026-01-12,C0127,P025,1,0.15,1274.15,1,Credit Card,Customer_0127,Chennai,Professional,41,Perfume,Beauty,1499,205.62
O00411,2026-04-23,C0220,P022,4,0.0,2796.0,5,Cash,Customer_0220,Mumbai,Professional,30,Shampoo,Beauty,699,457.8
O00412,2026-02-21,C0213,P022,2,0.1,1258.2,3,Debit Card,Customer_0213,Chennai,Business,27,Shampoo,Beauty,699,158.88
O00413,2026-01-24,C0069,P016,3,0.1,24297.3,3,Credit Card,Customer_0069,Coimbatore,Professional,49,Office Chair,Furniture,8999,3308.21
O00414,2026-01-14,C0075,P001,4,0.1,7196.4,5,Credit Card,Customer_0075,Delhi,Business,21,Wireless Earbuds,Electronics,1999,1361.88
O00415,2026-04-20,C0209,P020,1,0.0,4499.0,1,Cash,Customer_0209,Bengaluru,Professional,19,Coffee Maker,Home Appliances,4499,1233.73
O00416,2026-01-20,C0027,P030,2,0.05,5698.1,5,Cash,Customer_0027,Coimbatore,Business,38,Travel Bag,Accessories,2999,805.71
O00417,2026-01-03,C0244,P024,1,0.1,539.1,5,Cash,Customer_0244,Bengaluru,Professional,32,Sunscreen,Beauty,599,103.45
O00418,2026-06-27,C0192,P020,2,0.15,7648.3,3,Cash,Customer_0192,Delhi,Professional,21,Coffee Maker,Home Appliances,4499,1463.69
O00419,2026-01-23,C0009,P022,1,0.0,699.0,4,Debit Card,Customer_0009,Madurai,Student,28,Shampoo,Beauty,699,111.78
O00420,2026-02-05,C0227,P009,4,0.05,11396.2,5,Credit Card,Customer_0227,Delhi,Student,45,Webcam,Electronics,2999,3018.81
O00421,2026-01-18,C0043,P018,1,0.05,1234.05,4,Credit Card,Customer_0043,Bengaluru,Business,52,Desk Lamp,Home,1299,209.62
O00422,2026-06-10,C0227,P012,2,0.15,4248.3,5,Cash,Customer_0227,Delhi,Student,45,Casual Sneakers,Fashion,2499,789.68
O00423,2026-08-09,C0132,P015,2,0.0,3598.0,5,Credit Card,Customer_0132,Hyderabad,Professional,19,Hoodie,Fashion,1799,838.24
O00424,2026-07-12,C0087,P030,1,0.15,2549.15,4,Cash,Customer_0087,Chennai,Professional,34,Travel Bag,Accessories,2999,570.6
O00425,2026-03-22,C0130,P029,2,0.05,1708.1,4,UPI,Customer_0130,Pune,Business,44,Table Clock,Home,899,220.88
O00426,2026-03-05,C0199,P010,3,0.0,2097.0,5,Debit Card,Customer_0199,Chennai,Professional,39,Phone Case,Accessories,699,519.93
O00427,2026-02-22,C0030,P027,2,0.15,423.3,4,UPI,Customer_0030,Bengaluru,Student,54,Pen Set,Stationery,249,76.07
O00428,2026-07-20,C0264,P004,2,0.15,2548.3,4,Credit Card,Customer_0264,Chennai,Professional,48,Power Bank,Electronics,1499,504.43
O00429,2026-05-08,C0062,P004,1,0.0,1499.0,5,Debit Card,Customer_0062,Delhi,Business,46,Power Bank,Electronics,1499,327.74
O00430,2026-02-03,C0203,P029,4,0.15,3056.6,4,Credit Card,Customer_0203,Chennai,Student,45,Table Clock,Home,899,808.42
O00431,2026-07-15,C0299,P018,4,0.0,5196.0,1,UPI,Customer_0299,Mumbai,Professional,38,Desk Lamp,Home,1299,655.96
O00432,2026-01-04,C0179,P009,3,0.05,8547.15,2,UPI,Customer_0179,Pune,Professional,50,Webcam,Electronics,2999,2332.57
O00433,2026-08-31,C0130,P005,4,0.1,4676.4,5,Net Banking,Customer_0130,Pune,Business,44,Gaming Mouse,Electronics,1299,1033.57
O00434,2026-07-16,C0258,P019,4,0.15,2376.6,5,UPI,Customer_0258,Hyderabad,Professional,20,Water Bottle,Home,699,610.36
O00435,2026-06-13,C0185,P024,2,0.1,1078.2,3,UPI,Customer_0185,Bengaluru,Business,36,Sunscreen,Beauty,599,281.35
O00436,2026-05-11,C0184,P023,2,0.05,1518.1,5,Cash,Customer_0184,Coimbatore,Professional,46,Moisturizer,Beauty,799,273.68
O00437,2026-05-31,C0176,P004,1,0.1,1349.1,5,Credit Card,Customer_0176,Delhi,Student,53,Power Bank,Electronics,1499,194.89
O00438,2026-01-15,C0089,P026,2,0.0,398.0,5,UPI,Customer_0089,Delhi,Student,30,Notebook,Stationery,199,77.05
O00439,2026-04-27,C0157,P020,1,0.1,4049.1,5,Credit Card,Customer_0157,Coimbatore,Professional,42,Coffee Maker,Home Appliances,4499,697.05
O00440,2026-01-31,C0026,P003,1,0.05,3324.05,5,Credit Card,Customer_0026,Mumbai,Professional,53,Smart Watch,Electronics,3499,513.69
O00441,2026-05-08,C0196,P004,3,0.1,4047.3,4,Credit Card,Customer_0196,Madurai,Professional,44,Power Bank,Electronics,1499,539.0
O00442,2026-07-11,C0023,P016,3,0.0,26997.0,5,UPI,Customer_0023,Coimbatore,Business,35,Office Chair,Furniture,8999,3423.6
O00443,2026-03-27,C0157,P014,4,0.1,2876.4,5,Debit Card,Customer_0157,Coimbatore,Professional,42,T-Shirt,Fashion,799,644.17
O00444,2026-07-02,C0260,P024,1,0.15,509.15,4,Debit Card,Customer_0260,Hyderabad,Business,49,Sunscreen,Beauty,599,105.67
O00445,2026-01-15,C0276,P011,4,0.05,11396.2,4,Debit Card,Customer_0276,Hyderabad,Student,29,Running Shoes,Fashion,2999,3197.18
O00446,2026-07-17,C0090,P027,1,0.0,249.0,4,Net Banking,Customer_0090,Madurai,Student,21,Pen Set,Stationery,249,57.86
O00447,2026-01-01,C0054,P015,1,0.0,1799.0,4,Cash,Customer_0054,Chennai,Student,54,Hoodie,Fashion,1799,479.11
O00448,2026-04-04,C0003,P018,4,0.05,4936.2,4,UPI,Customer_0003,Bengaluru,Business,52,Desk Lamp,Home,1299,757.15
O00449,2026-05-22,C0295,P017,4,0.05,28496.2,4,Cash,Customer_0295,Chennai,Student,48,Study Table,Furniture,7499,8276.7
O00450,2026-08-23,C0286,P016,3,0.1,24297.3,5,Net Banking,Customer_0286,Chennai,Student,37,Office Chair,Furniture,8999,6485.51
O00451,2026-04-06,C0231,P011,1,0.0,2999.0,4,Net Banking,Customer_0231,Delhi,Professional,45,Running Shoes,Fashion,2999,760.81
O00452,2026-01-12,C0237,P022,4,0.0,2796.0,5,Debit Card,Customer_0237,Delhi,Student,40,Shampoo,Beauty,699,495.17
O00453,2026-07-18,C0262,P022,3,0.1,1887.3,3,Cash,Customer_0262,Madurai,Professional,48,Shampoo,Beauty,699,412.92
O00454,2026-01-03,C0182,P004,3,0.05,4272.15,4,Debit Card,Customer_0182,Delhi,Professional,33,Power Bank,Electronics,1499,824.33
O00455,2026-07-09,C0292,P001,2,0.15,3398.3,4,Cash,Customer_0292,Madurai,Student,23,Wireless Earbuds,Electronics,1999,773.35
O00456,2026-07-17,C0172,P001,2,0.05,3798.1,3,Cash,Customer_0172,Delhi,Professional,33,Wireless Earbuds,Electronics,1999,541.26
O00457,2026-01-07,C0149,P030,2,0.1,5398.2,5,UPI,Customer_0149,Coimbatore,Professional,20,Travel Bag,Accessories,2999,849.71
O00458,2026-09-01,C0111,P004,3,0.0,4497.0,5,Cash,Customer_0111,Chennai,Business,53,Power Bank,Electronics,1499,1246.39
O00459,2026-08-06,C0238,P025,3,0.0,4497.0,4,Credit Card,Customer_0238,Madurai,Professional,35,Perfume,Beauty,1499,945.9
O00460,2026-04-18,C0081,P023,4,0.0,3196.0,5,Credit Card,Customer_0081,Coimbatore,Student,46,Moisturizer,Beauty,799,816.97
O00461,2026-07-02,C0096,P009,3,0.0,8997.0,2,Credit Card,Customer_0096,Bengaluru,Business,33,Webcam,Electronics,2999,1900.63
O00462,2026-08-18,C0175,P021,4,0.1,1796.4,4,UPI,Customer_0175,Hyderabad,Business,51,Face Wash,Beauty,499,372.06
O00463,2026-05-29,C0047,P001,1,0.05,1899.05,5,Cash,Customer_0047,Madurai,Business,29,Wireless Earbuds,Electronics,1999,412.71
O00464,2026-01-20,C0102,P014,1,0.15,679.15,5,Credit Card,Customer_0102,Mumbai,Student,37,T-Shirt,Fashion,799,120.43
O00465,2026-03-02,C0238,P014,3,0.1,2157.3,5,Cash,Customer_0238,Madurai,Professional,35,T-Shirt,Fashion,799,419.57
O00466,2026-06-29,C0038,P003,3,0.1,9447.3,4,Credit Card,Customer_0038,Delhi,Student,21,Smart Watch,Electronics,3499,2217.58
O00467,2026-01-20,C0101,P014,2,0.05,1518.1,5,Net Banking,Customer_0101,Pune,Student,34,T-Shirt,Fashion,799,393.83
O00468,2026-01-28,C0165,P019,2,0.0,1398.0,4,Cash,Customer_0165,Bengaluru,Professional,50,Water Bottle,Home,699,374.42
O00469,2026-03-22,C0037,P023,4,0.0,3196.0,5,Credit Card,Customer_0037,Pune,Student,26,Moisturizer,Beauty,799,791.35
O00470,2026-04-26,C0019,P019,3,0.15,1782.45,4,UPI,Customer_0019,Madurai,Student,32,Water Bottle,Home,699,312.33
O00471,2026-01-24,C0126,P026,2,0.1,358.2,5,Net Banking,Customer_0126,Hyderabad,Professional,26,Notebook,Stationery,199,43.5
O00472,2026-01-11,C0017,P005,2,0.1,2338.2,3,Credit Card,Customer_0017,Coimbatore,Business,22,Gaming Mouse,Electronics,1299,548.65
O00473,2026-09-05,C0262,P023,3,0.15,2037.45,5,Debit Card,Customer_0262,Madurai,Professional,48,Moisturizer,Beauty,799,404.67
O00474,2026-03-08,C0153,P030,2,0.0,5998.0,5,Cash,Customer_0153,Pune,Business,25,Travel Bag,Accessories,2999,1593.37
O00475,2026-05-23,C0218,P025,2,0.0,2998.0,4,Credit Card,Customer_0218,Hyderabad,Professional,24,Perfume,Beauty,1499,666.55
O00476,2026-02-01,C0126,P008,1,0.0,2299.0,5,Credit Card,Customer_0126,Hyderabad,Professional,26,USB-C Hub,Electronics,2299,371.59
O00477,2026-02-03,C0210,P010,2,0.15,1188.3,4,UPI,Customer_0210,Chennai,Professional,32,Phone Case,Accessories,699,332.58
O00478,2026-05-30,C0047,P013,3,0.0,4497.0,2,UPI,Customer_0047,Madurai,Business,29,Backpack,Accessories,1499,872.2
O00479,2026-02-20,C0078,P008,4,0.05,8736.2,3,Debit Card,Customer_0078,Coimbatore,Student,52,USB-C Hub,Electronics,2299,1188.95
O00480,2026-02-01,C0036,P018,1,0.15,1104.15,2,Net Banking,Customer_0036,Mumbai,Business,43,Desk Lamp,Home,1299,242.12
O00481,2026-04-21,C0065,P008,4,0.15,7816.6,2,Cash,Customer_0065,Coimbatore,Business,32,USB-C Hub,Electronics,2299,1562.87
O00482,2026-02-14,C0104,P013,3,0.05,4272.15,5,Debit Card,Customer_0104,Chennai,Professional,54,Backpack,Accessories,1499,1249.2
O00483,2026-03-13,C0137,P011,4,0.05,11396.2,2,Net Banking,Customer_0137,Coimbatore,Student,47,Running Shoes,Fashion,2999,2578.02
O00484,2026-06-07,C0096,P026,2,0.1,358.2,4,Net Banking,Customer_0096,Bengaluru,Business,33,Notebook,Stationery,199,86.78
O00485,2026-05-03,C0196,P020,1,0.0,4499.0,4,Credit Card,Customer_0196,Madurai,Professional,44,Coffee Maker,Home Appliances,4499,785.49
O00486,2026-04-18,C0138,P019,2,0.05,1328.1,5,Net Banking,Customer_0138,Pune,Professional,32,Water Bottle,Home,699,259.67
O00487,2026-07-23,C0024,P005,1,0.15,1104.15,5,Debit Card,Customer_0024,Bengaluru,Business,28,Gaming Mouse,Electronics,1299,199.32
O00488,2026-05-03,C0169,P015,4,0.1,6476.4,5,Net Banking,Customer_0169,Coimbatore,Professional,22,Hoodie,Fashion,1799,1045.46
O00489,2026-03-24,C0089,P006,4,0.1,14396.4,4,Debit Card,Customer_0089,Delhi,Student,30,Mechanical Keyboard,Electronics,3999,2247.39
O00490,2026-06-02,C0262,P022,2,0.0,1398.0,5,Debit Card,Customer_0262,Madurai,Professional,48,Shampoo,Beauty,699,187.05
O00491,2026-01-15,C0096,P012,4,0.1,8996.4,5,Credit Card,Customer_0096,Bengaluru,Business,33,Casual Sneakers,Fashion,2499,2045.17
O00492,2026-09-07,C0172,P021,2,0.0,998.0,4,Credit Card,Customer_0172,Delhi,Professional,33,Face Wash,Beauty,499,131.14
O00493,2026-03-10,C0089,P023,1,0.05,759.05,5,Cash,Customer_0089,Delhi,Student,30,Moisturizer,Beauty,799,197.1
O00494,2026-04-01,C0111,P007,2,0.05,3038.1,4,Debit Card,Customer_0111,Chennai,Business,53,Laptop Stand,Electronics,1599,875.91
O00495,2026-07-26,C0177,P018,3,0.0,3897.0,5,Debit Card,Customer_0177,Coimbatore,Student,47,Desk Lamp,Home,1299,805.62
O00496,2026-08-31,C0071,P017,2,0.05,14248.1,5,Cash,Customer_0071,Delhi,Student,48,Study Table,Furniture,7499,2817.69
O00497,2026-05-19,C0286,P023,3,0.05,2277.15,4,UPI,Customer_0286,Chennai,Student,37,Moisturizer,Beauty,799,561.71
O00498,2026-01-15,C0158,P007,2,0.05,3038.1,1,Cash,Customer_0158,Hyderabad,Business,54,Laptop Stand,Electronics,1599,541.52
O00499,2026-01-01,C0182,P007,3,0.05,4557.15,5,Debit Card,Customer_0182,Delhi,Professional,33,Laptop Stand,Electronics,1599,723.66
O00500,2026-07-03,C0191,P006,2,0.1,7198.2,2,Credit Card,Customer_0191,Mumbai,Professional,52,Mechanical Keyboard,Electronics,3999,897.2
O00501,2026-05-31,C0271,P025,2,0.0,2998.0,5,Debit Card,Customer_0271,Delhi,Professional,37,Perfume,Beauty,1499,393.37
O00502,2026-09-03,C0163,P002,1,0.1,2249.1,5,Cash,Customer_0163,Delhi,Business,31,Bluetooth Speaker,Electronics,2499,538.36
O00503,2026-05-31,C0096,P015,1,0.1,1619.1,4,Credit Card,Customer_0096,Bengaluru,Business,33,Hoodie,Fashion,1799,461.15
O00504,2026-09-07,C0241,P022,2,0.15,1188.3,5,Cash,Customer_0241,Mumbai,Professional,53,Shampoo,Beauty,699,188.72
O00505,2026-06-16,C0156,P028,3,0.05,1422.15,5,Net Banking,Customer_0156,Madurai,Business,26,Calculator,Stationery,499,175.04
O00506,2026-06-27,C0211,P028,3,0.05,1422.15,5,Credit Card,Customer_0211,Bengaluru,Business,20,Calculator,Stationery,499,389.82
O00507,2026-04-07,C0242,P005,3,0.1,3507.3,3,UPI,Customer_0242,Coimbatore,Business,48,Gaming Mouse,Electronics,1299,1023.63
O00508,2026-08-31,C0103,P020,4,0.0,17996.0,4,Debit Card,Customer_0103,Delhi,Professional,22,Coffee Maker,Home Appliances,4499,5165.07
O00509,2026-08-24,C0036,P021,2,0.0,998.0,5,Credit Card,Customer_0036,Mumbai,Business,43,Face Wash,Beauty,499,236.31
O00510,2026-03-26,C0146,P010,1,0.05,664.05,4,Debit Card,Customer_0146,Mumbai,Professional,38,Phone Case,Accessories,699,146.79
O00511,2026-02-12,C0181,P023,1,0.1,719.1,4,Debit Card,Customer_0181,Hyderabad,Business,48,Moisturizer,Beauty,799,188.09
O00512,2026-02-23,C0137,P016,2,0.0,17998.0,4,UPI,Customer_0137,Coimbatore,Student,47,Office Chair,Furniture,8999,4835.01
O00513,2026-07-04,C0138,P018,1,0.0,1299.0,4,Cash,Customer_0138,Pune,Professional,32,Desk Lamp,Home,1299,292.83
O00514,2026-09-06,C0034,P018,2,0.15,2208.3,4,Cash,Customer_0034,Coimbatore,Business,53,Desk Lamp,Home,1299,563.24
O00515,2026-03-31,C0257,P021,4,0.0,1996.0,5,Net Banking,Customer_0257,Hyderabad,Professional,18,Face Wash,Beauty,499,401.29
O00516,2026-06-16,C0167,P030,2,0.05,5698.1,4,UPI,Customer_0167,Madurai,Student,30,Travel Bag,Accessories,2999,1675.2
O00517,2026-03-17,C0149,P026,1,0.1,179.1,4,UPI,Customer_0149,Coimbatore,Professional,20,Notebook,Stationery,199,31.24
O00518,2026-01-19,C0286,P030,3,0.05,8547.15,5,Credit Card,Customer_0286,Chennai,Student,37,Travel Bag,Accessories,2999,1454.4
O00519,2026-07-07,C0135,P001,1,0.0,1999.0,4,Net Banking,Customer_0135,Madurai,Student,24,Wireless Earbuds,Electronics,1999,588.2
O00520,2026-08-17,C0009,P002,4,0.0,9996.0,4,Credit Card,Customer_0009,Madurai,Student,28,Bluetooth Speaker,Electronics,2499,1870.08
O00521,2026-06-05,C0153,P003,4,0.05,13296.2,2,Debit Card,Customer_0153,Pune,Business,25,Smart Watch,Electronics,3499,2320.53
O00522,2026-02-22,C0032,P002,2,0.15,4248.3,5,Net Banking,Customer_0032,Mumbai,Business,47,Bluetooth Speaker,Electronics,2499,1178.76
O00523,2026-03-09,C0274,P020,3,0.1,12147.3,4,UPI,Customer_0274,Coimbatore,Business,31,Coffee Maker,Home Appliances,4499,2080.03
O00524,2026-04-11,C0013,P010,4,0.05,2656.2,2,UPI,Customer_0013,Bengaluru,Professional,40,Phone Case,Accessories,699,731.85
O00525,2026-04-20,C0129,P014,1,0.1,719.1,5,Net Banking,Customer_0129,Coimbatore,Business,24,T-Shirt,Fashion,799,96.99
O00526,2026-05-03,C0047,P027,2,0.0,498.0,2,Credit Card,Customer_0047,Madurai,Business,29,Pen Set,Stationery,249,127.12
O00527,2026-06-13,C0226,P008,3,0.0,6897.0,4,UPI,Customer_0226,Pune,Student,44,USB-C Hub,Electronics,2299,2004.09
O00528,2026-03-20,C0082,P012,4,0.15,8496.6,4,Debit Card,Customer_0082,Bengaluru,Student,52,Casual Sneakers,Fashion,2499,2013.41
O00529,2026-01-24,C0207,P003,4,0.05,13296.2,4,Cash,Customer_0207,Pune,Professional,42,Smart Watch,Electronics,3499,3505.3
O00530,2026-04-05,C0250,P017,2,0.15,12748.3,2,Cash,Customer_0250,Madurai,Professional,34,Study Table,Furniture,7499,3607.88
O00531,2026-04-30,C0275,P025,3,0.05,4272.15,5,Net Banking,Customer_0275,Madurai,Business,23,Perfume,Beauty,1499,944.82
O00532,2026-01-16,C0050,P016,2,0.0,17998.0,3,Debit Card,Customer_0050,Hyderabad,Business,51,Office Chair,Furniture,8999,3766.7
O00533,2026-07-26,C0054,P030,4,0.05,11396.2,5,Cash,Customer_0054,Chennai,Student,54,Travel Bag,Accessories,2999,1638.41
O00534,2026-07-29,C0067,P013,4,0.15,5096.6,5,Credit Card,Customer_0067,Coimbatore,Student,20,Backpack,Accessories,1499,802.21
O00535,2026-05-02,C0276,P027,3,0.0,747.0,4,UPI,Customer_0276,Hyderabad,Student,29,Pen Set,Stationery,249,173.48
O00536,2026-05-09,C0210,P014,2,0.0,1598.0,5,Cash,Customer_0210,Chennai,Professional,32,T-Shirt,Fashion,799,200.8
O00537,2026-02-14,C0025,P010,2,0.05,1328.1,5,Credit Card,Customer_0025,Coimbatore,Student,47,Phone Case,Accessories,699,284.3
O00538,2026-01-11,C0225,P028,4,0.0,1996.0,5,Cash,Customer_0225,Pune,Student,50,Calculator,Stationery,499,291.52
O00539,2026-02-21,C0146,P013,2,0.1,2698.2,4,UPI,Customer_0146,Mumbai,Professional,38,Backpack,Accessories,1499,511.39
O00540,2026-01-23,C0032,P028,4,0.15,1696.6,5,Debit Card,Customer_0032,Mumbai,Business,47,Calculator,Stationery,499,413.71
O00541,2026-05-14,C0063,P007,4,0.0,6396.0,5,Net Banking,Customer_0063,Bengaluru,Student,32,Laptop Stand,Electronics,1599,961.95
O00542,2026-05-31,C0252,P008,4,0.0,9196.0,4,Credit Card,Customer_0252,Pune,Student,52,USB-C Hub,Electronics,2299,1778.14
O00543,2026-05-26,C0107,P010,1,0.0,699.0,5,UPI,Customer_0107,Hyderabad,Professional,22,Phone Case,Accessories,699,160.39
O00544,2026-07-21,C0043,P022,3,0.1,1887.3,5,Debit Card,Customer_0043,Bengaluru,Business,52,Shampoo,Beauty,699,334.38
O00545,2026-04-09,C0096,P025,4,0.15,5096.6,2,Debit Card,Customer_0096,Bengaluru,Business,33,Perfume,Beauty,1499,613.01
O00546,2026-04-14,C0106,P015,2,0.15,3058.3,2,Debit Card,Customer_0106,Coimbatore,Business,34,Hoodie,Fashion,1799,720.46
O00547,2026-06-26,C0020,P028,2,0.0,998.0,5,Debit Card,Customer_0020,Bengaluru,Professional,35,Calculator,Stationery,499,297.48
O00548,2026-08-18,C0267,P003,3,0.0,10497.0,4,Debit Card,Customer_0267,Chennai,Student,27,Smart Watch,Electronics,3499,1899.79
O00549,2026-03-21,C0036,P013,3,0.15,3822.45,5,UPI,Customer_0036,Mumbai,Business,43,Backpack,Accessories,1499,862.97
O00550,2026-09-06,C0114,P016,2,0.05,17098.1,4,Cash,Customer_0114,Bengaluru,Business,53,Office Chair,Furniture,8999,5015.58
O00551,2026-07-18,C0064,P023,3,0.1,2157.3,5,Net Banking,Customer_0064,Bengaluru,Professional,19,Moisturizer,Beauty,799,546.67
O00552,2026-06-15,C0218,P030,1,0.05,2849.05,4,Cash,Customer_0218,Hyderabad,Professional,24,Travel Bag,Accessories,2999,841.52
O00553,2026-07-09,C0082,P025,4,0.1,5396.4,5,Net Banking,Customer_0082,Bengaluru,Student,52,Perfume,Beauty,1499,1018.47
O00554,2026-07-22,C0112,P029,2,0.0,1798.0,4,Net Banking,Customer_0112,Madurai,Business,24,Table Clock,Home,899,413.23
O00555,2026-04-14,C0004,P017,2,0.0,14998.0,4,Credit Card,Customer_0004,Bengaluru,Business,45,Study Table,Furniture,7499,3086.92
O00556,2026-08-03,C0286,P009,1,0.05,2849.05,2,UPI,Customer_0286,Chennai,Student,37,Webcam,Electronics,2999,751.7
O00557,2026-08-24,C0201,P018,3,0.05,3702.15,4,Cash,Customer_0201,Delhi,Student,52,Desk Lamp,Home,1299,686.39
O00558,2026-05-10,C0111,P022,4,0.0,2796.0,5,Credit Card,Customer_0111,Chennai,Business,53,Shampoo,Beauty,699,515.41
